row ,county_name,state_abbr,votes_total,votes_dem,votes_gop,combined_fips,per_dem,per_gop
2466,Dent County,MO,6643,1585,4883,29065,0.238597019,0.735059461
2467,Douglas County,MO,6556,1709,4649,29067,0.260677242,0.709121415
2468,Dunklin County,MO,10649,3635,6849,29069,0.341346605,0.643158982
2469,Franklin County,MO,46573,16294,29271,29071,0.349859361,0.628497198
2470,Gasconade County,MO,7134,2099,4895,29073,0.294224839,0.686150827
2471,Gentry County,MO,2997,937,1986,29075,0.312645979,0.662662663
2472,Greene County,MO,125639,46130,76786,29077,0.367163062,0.611163731
2473,Grundy County,MO,4374,1212,3030,29079,0.277091907,0.692729767
2474,Harrison County,MO,3695,984,2624,29081,0.266305819,0.71014885
2475,Henry County,MO,10121,3604,6229,29083,0.356091295,0.615453018
2476,Hickory County,MO,4680,1733,2835,29085,0.370299145,0.605769231
2477,Holt County,MO,2310,551,1725,29087,0.238528139,0.746753247
2478,Howard County,MO,4861,1722,3012,29089,0.354248097,0.619625591
2479,Howell County,MO,16341,4393,11541,29091,0.268832997,0.706260327
2480,Iron County,MO,4031,1669,2252,29093,0.414041181,0.558670305
2481,Jackson County,MO,306854,180100,121891,29095,0.586924075,0.397227998
2482,Jasper County,MO,45213,12808,31345,29097,0.283281357,0.693274058
2483,Jefferson County,MO,97613,41570,53973,29099,0.425865407,0.552928401
2484,Johnson County,MO,21001,7661,12750,29101,0.364792153,0.607113947
2485,Knox County,MO,1957,698,1205,29103,0.35666837,0.615738375
2486,Laclede County,MO,15361,4093,10934,29105,0.266454007,0.711802617
2487,Lafayette County,MO,15786,5650,9800,29107,0.357912074,0.620803243
2488,Lawrence County,MO,15748,4014,11417,29109,0.25488951,0.72498095
2489,Lewis County,MO,4278,1507,2677,29111,0.352267415,0.625759701
2490,Lincoln County,MO,22649,7733,14330,29113,0.341427878,0.632699015
2491,Linn County,MO,5527,2031,3331,29115,0.36746879,0.602677764
2492,Livingston County,MO,6054,1906,4006,29117,0.314833168,0.661711265
2493,McDonald County,MO,7817,1920,5694,29119,0.245618524,0.728412434
2494,Macon County,MO,7159,2309,4700,29121,0.32253108,0.656516273
2495,Madison County,MO,4930,1588,3227,29123,0.322109533,0.654563895
2496,Maries County,MO,4538,1299,3165,29125,0.286249449,0.697443808
2497,Marion County,MO,12164,4034,7926,29127,0.331634331,0.65159487
2498,Mercer County,MO,1655,353,1255,29129,0.213293051,0.758308157
2499,Miller County,MO,11019,2651,8099,29131,0.240584445,0.735003176
2500,Mississippi County,MO,4918,1857,2996,29133,0.377592517,0.609190728
2501,Moniteau County,MO,6442,1608,4703,29135,0.249611922,0.730052779
2502,Monroe County,MO,4057,1398,2564,29137,0.344589598,0.631994084
2503,Montgomery County,MO,5317,1734,3486,29139,0.326123754,0.655632876
2504,Morgan County,MO,8688,2773,5733,29141,0.319175875,0.659875691
2505,New Madrid County,MO,7250,2814,4284,29143,0.388137931,0.590896552
2506,Newton County,MO,25080,6425,18179,29145,0.256180223,0.72484051
2507,Nodaway County,MO,8976,3172,5593,29147,0.353386809,0.623106061
2508,Oregon County,MO,4421,1419,2886,29149,0.320968107,0.652793486
2509,Osage County,MO,6918,1472,5330,29151,0.21277826,0.770453888
2510,Ozark County,MO,4453,1261,3080,29153,0.283179879,0.691668538
2511,Pemiscot County,MO,6333,2671,3596,29155,0.42175904,0.567819359
2512,Perry County,MO,7987,2184,5669,29157,0.273444347,0.70977839
2513,Pettis County,MO,17171,5902,10840,29159,0.343719061,0.631296954
2514,Phelps County,MO,18188,5798,11893,29161,0.318781614,0.653892676
2515,Pike County,MO,7319,2581,4576,29163,0.352643804,0.625222025
2516,Platte County,MO,45547,19171,25617,29165,0.420905877,0.562430017
2517,Polk County,MO,13119,3580,9252,29167,0.272886653,0.70523668
2518,Pulaski County,MO,13571,4199,9092,29169,0.309409771,0.669957999
2519,Putnam County,MO,2309,587,1673,29171,0.254222607,0.724556085
2520,Ralls County,MO,5036,1736,3231,29173,0.34471803,0.64158062
2521,Randolph County,MO,9944,3031,6667,29175,0.304806919,0.670454545
2522,Ray County,MO,10346,4264,5805,29177,0.412139957,0.56108641
2523,Reynolds County,MO,3196,1155,1927,29179,0.361389237,0.602941176
2524,Ripley County,MO,5263,1396,3743,29181,0.265247957,0.711191336
2525,St. Charles County,MO,185597,71798,110732,29183,0.386848925,0.596626023
2526,St. Clair County,MO,4626,1460,3019,29185,0.315607436,0.652615651
2527,Ste. Genevieve County,MO,8070,3813,4055,29186,0.472490706,0.502478315
2528,St. Francois County,MO,22590,8837,13248,29187,0.391190792,0.586454183
2529,St. Louis County,MO,524628,294735,223102,29189,0.561798074,0.425257516
2530,Saline County,MO,9095,3785,5096,29195,0.416162727,0.560307861
2531,Schuyler County,MO,1939,697,1174,29197,0.359463641,0.605466735
2532,Scotland County,MO,1936,643,1246,29199,0.332128099,0.643595041
2533,Scott County,MO,16999,5122,11623,29201,0.301311842,0.683746103
2534,Shannon County,MO,3688,1300,2260,29203,0.352494577,0.612798265
2535,Shelby County,MO,3232,966,2188,29205,0.298886139,0.676980198
2536,Stoddard County,MO,12866,3153,9496,29207,0.245064511,0.73806933
2537,Stone County,MO,15974,3920,11780,29209,0.245398773,0.737448354
2538,Sullivan County,MO,2595,908,1610,29211,0.349903661,0.620423892
2539,Taney County,MO,21608,5462,15713,29213,0.252776749,0.727184376
2540,Texas County,MO,10764,2871,7618,29215,0.266722408,0.707729469
2541,Vernon County,MO,8519,2580,5756,29217,0.302852447,0.675666158
2542,Warren County,MO,14676,5219,9150,29219,0.355614609,0.623466885
2543,Washington County,MO,8616,3402,5008,29221,0.394846797,0.581244197
2544,Wayne County,MO,5718,1811,3790,29223,0.316719133,0.662819168
2545,Webster County,MO,15421,4407,10702,29225,0.285779132,0.693988717
2546,Worth County,MO,1048,341,664,29227,0.325381679,0.633587786
2547,Wright County,MO,7956,1953,5831,29229,0.245475113,0.732905983
2548,St. Louis city,MO,141135,116654,22617,29510,0.826541963,0.160250824
2549,Beaverhead County,MT,4749,1347,3251,30001,0.283638661,0.684565172
2550,Big Horn County,MT,4561,2830,1655,30003,0.620477965,0.362859022
2551,Blaine County,MT,2832,1598,1169,30005,0.564265537,0.412782486
2552,Broadwater County,MT,3005,761,2150,30007,0.253244592,0.71547421
2553,Carbon County,MT,5806,2126,3513,30009,0.366172925,0.605063727
2554,Carter County,MT,794,96,678,30011,0.120906801,0.853904282
2555,Cascade County,MT,33952,14949,18039,30013,0.440298068,0.531308907
2556,Chouteau County,MT,2804,969,1751,30015,0.345577746,0.62446505
2557,Custer County,MT,5336,1824,3353,30017,0.341829085,0.628373313
2558,Daniels County,MT,1001,236,735,30019,0.235764236,0.734265734
2559,Dawson County,MT,4417,1219,3024,30021,0.275979171,0.684627575
2560,Deer Lodge County,MT,4408,2829,1431,30023,0.641787659,0.324637024
2561,Fallon County,MT,1399,236,1123,30025,0.168691923,0.802716226
2562,Fergus County,MT,6044,1628,4243,30027,0.269358041,0.702018531
2563,Flathead County,MT,42465,13534,27694,30029,0.318709525,0.652160603
2564,Gallatin County,MT,47113,21534,24051,30031,0.457071297,0.510496041
2565,Garfield County,MT,700,66,622,30033,0.094285714,0.888571429
2566,Glacier County,MT,4287,2784,1391,30035,0.649405178,0.324469326
2567,Golden Valley County,MT,479,110,351,30037,0.229645094,0.732776618
2568,Granite County,MT,1705,533,1107,30039,0.312609971,0.649266862
2569,Hill County,MT,6757,3372,3133,30041,0.499038035,0.463667308
2570,Jefferson County,MT,6490,2256,4042,30043,0.34761171,0.622804314
2571,Judith Basin County,MT,1212,336,852,30045,0.277227723,0.702970297
2572,Lake County,MT,13156,5715,7084,30047,0.434402554,0.538461538
2573,Lewis and Clark County,MT,33032,15479,16673,30049,0.4686062,0.504752967
2574,Liberty County,MT,983,257,698,30051,0.261444557,0.710071211
2575,Lincoln County,MT,8869,2544,6045,30053,0.286841809,0.681587552
2576,McCone County,MT,988,221,742,30055,0.223684211,0.751012146
2577,Madison County,MT,4511,1285,3115,30057,0.284859233,0.69053425
2578,Meagher County,MT,972,269,670,30059,0.276748971,0.689300412
2579,Mineral County,MT,2009,698,1212,30061,0.347436536,0.603285217
2580,Missoula County,MT,59374,34380,23285,30063,0.579041331,0.392175026
2581,Musselshell County,MT,2353,482,1792,30065,0.204844879,0.76158096
2582,Park County,MT,8634,3728,4637,30067,0.43178133,0.537062775
2583,Petroleum County,MT,298,49,240,30069,0.16442953,0.805369128
2584,Phillips County,MT,2228,471,1688,30071,0.211400359,0.757630162
2585,Pondera County,MT,2704,969,1666,30073,0.358357988,0.61612426
2586,Powder River County,MT,1019,170,833,30075,0.166830226,0.817468106
2587,Powell County,MT,2763,884,1798,30077,0.319942092,0.650741947
2588,Prairie County,MT,701,167,518,30079,0.238231098,0.738944365
2589,Ravalli County,MT,19797,6466,12817,30081,0.326615144,0.647421326
2590,Richland County,MT,4602,992,3479,30083,0.215558453,0.755975663
2591,Roosevelt County,MT,3618,2044,1503,30085,0.564953013,0.415422886
2592,Rosebud County,MT,3610,1478,2035,30087,0.409418283,0.563711911
2593,Sanders County,MT,5888,1716,3971,30089,0.291440217,0.674422554
2594,Sheridan County,MT,1920,661,1203,30091,0.344270833,0.6265625
2595,Silver Bow County,MT,16617,10782,5374,30093,0.648853584,0.323403743
2596,Stillwater County,MT,4560,1209,3237,30095,0.265131579,0.709868421
2597,Sweet Grass County,MT,2105,473,1584,30097,0.224703088,0.752494062
2598,Teton County,MT,3250,1073,2091,30099,0.330153846,0.643384615
2599,Toole County,MT,2102,582,1440,30101,0.276879163,0.685061846
2600,Treasure County,MT,453,114,317,30103,0.251655629,0.699779249
2601,Valley County,MT,3860,1386,2337,30105,0.359067358,0.605440415
2602,Wheatland County,MT,989,272,690,30107,0.275025278,0.697674419
2603,Wibaux County,MT,544,25,421,30109,0.045955882,0.773897059
2604,Yellowstone County,MT,68561,26275,40421,30111,0.383235367,0.589562579
2605,Adams County,NE,12451,3991,8235,31001,0.320536503,0.661392659
2606,Antelope County,NE,3209,571,2585,31003,0.177937052,0.805546899
2607,Arthur County,NE,261,30,227,31005,0.114942529,0.869731801
2608,Banner County,NE,402,55,339,31007,0.13681592,0.843283582
2609,Blaine County,NE,301,29,268,31009,0.096345515,0.890365449
2610,Boone County,NE,2799,615,2136,31011,0.219721329,0.763129689
2611,Box Butte County,NE,4541,1634,2795,31013,0.359832636,0.615503193
2612,Boyd County,NE,1047,186,852,31015,0.17765043,0.813753582
2613,Brown County,NE,1545,223,1298,31017,0.14433657,0.84012945
2614,Buffalo County,NE,19057,5266,13378,31019,0.276328908,0.701999265
2615,Burt County,NE,3343,1280,2016,31021,0.38288962,0.603051152
2616,Butler County,NE,3818,1028,2729,31023,0.269250917,0.714772132
2617,Cass County,NE,11952,4298,7453,31025,0.359605087,0.623577644
2618,Cedar County,NE,4260,952,3231,31027,0.223474178,0.758450704
2619,Chase County,NE,1849,252,1573,31029,0.136289886,0.850730124
2620,Cherry County,NE,3052,436,2557,31031,0.142857143,0.837811271
2621,Cheyenne County,NE,4197,983,3134,31033,0.234214915,0.74672385
2622,Clay County,NE,2916,662,2213,31035,0.22702332,0.758916324
2623,Colfax County,NE,3047,959,2045,31037,0.314735806,0.671151953
2624,Cuming County,NE,3928,1015,2858,31039,0.258401222,0.727596741
2625,Custer County,NE,5414,1066,4251,31041,0.196896934,0.785186553
2626,Dakota County,NE,5977,2831,3048,31043,0.473648988,0.509954827
2627,Dawes County,NE,3634,1102,2435,31045,0.303247111,0.670060539
2628,Dawson County,NE,7680,2157,5370,31047,0.280859375,0.69921875
2629,Deuel County,NE,1012,215,763,31049,0.212450593,0.753952569
2630,Dixon County,NE,2666,870,1745,31051,0.326331583,0.654538635
2631,Dodge County,NE,14759,5588,8937,31053,0.378616437,0.60552883
2632,Douglas County,NE,210501,99261,108319,31055,0.471546453,0.514577128
2633,Dundy County,NE,981,176,791,31057,0.179408767,0.806320082
2634,Fillmore County,NE,2815,794,1972,31059,0.282060391,0.70053286
2635,Franklin County,NE,1527,381,1110,31061,0.249508841,0.726915521
2636,Frontier County,NE,1422,381,1005,31063,0.267932489,0.706751055
2637,Furnas County,NE,2215,422,1767,31065,0.190519187,0.797742664
2638,Gage County,NE,9552,3870,5470,31067,0.405150754,0.572654941
2639,Garden County,NE,1088,242,829,31069,0.222426471,0.761948529
2640,Garfield County,NE,928,147,762,31071,0.158405172,0.82112069
2641,Gosper County,NE,975,230,732,31073,0.235897436,0.750769231
2642,Grant County,NE,363,30,322,31075,0.082644628,0.887052342
2643,Greeley County,NE,1181,340,820,31077,0.287891617,0.694326842
2644,Hall County,NE,19721,6971,12412,31079,0.353481061,0.629379849
2645,Hamilton County,NE,4824,1136,3582,31081,0.235489221,0.742537313
2646,Harlan County,NE,1584,311,1248,31083,0.196338384,0.787878788
2647,Hayes County,NE,535,50,473,31085,0.093457944,0.88411215
2648,Hitchcock County,NE,1739,310,1386,31087,0.17826337,0.797009776
2649,Holt County,NE,4749,862,3789,31089,0.181511897,0.797852179
2650,Hooker County,NE,394,59,330,31091,0.149746193,0.837563452
2651,Howard County,NE,2856,914,1890,31093,0.320028011,0.661764706
2652,Jefferson County,NE,3416,1185,2156,31095,0.346896956,0.631147541
2653,Johnson County,NE,2057,790,1223,31097,0.384054448,0.594555177
2654,Kearney County,NE,3156,761,2341,31099,0.24112801,0.741761724
2655,Keith County,NE,4026,920,3036,31101,0.228514655,0.754098361
2656,Keya Paha County,NE,481,80,392,31103,0.166320166,0.814968815
2657,Kimball County,NE,1665,391,1222,31105,0.234834835,0.733933934
2658,Knox County,NE,4015,1055,2878,31107,0.262764633,0.716811955
2659,Lancaster County,NE,123206,59970,61177,31109,0.486745775,0.496542376
2660,Lincoln County,NE,15266,4350,10545,31111,0.284946941,0.690750688
2661,Logan County,NE,431,68,356,31113,0.157772622,0.825986079
2662,Loup County,NE,356,62,290,31115,0.174157303,0.814606742
2663,McPherson County,NE,290,41,237,31117,0.14137931,0.817241379
2664,Madison County,NE,13512,3368,9874,31119,0.249259917,0.730757845
2665,Merrick County,NE,3457,921,2477,31121,0.266415968,0.716517211
2666,Morrill County,NE,2152,450,1658,31123,0.209107807,0.770446097
2667,Nance County,NE,1604,477,1098,31125,0.297381546,0.684538653
2668,Nemaha County,NE,3126,1089,1979,31127,0.348368522,0.633077415
2669,Nuckolls County,NE,2170,567,1563,31129,0.261290323,0.720276498
2670,Otoe County,NE,6905,2542,4226,31131,0.36813903,0.612020275
2671,Pawnee County,NE,1330,396,897,31133,0.297744361,0.67443609
2672,Perkins County,NE,1391,237,1133,31135,0.170381021,0.814521927
2673,Phelps County,NE,4336,875,3372,31137,0.201798893,0.777675277
2674,Pierce County,NE,3414,637,2707,31139,0.186584651,0.792911541
2675,Platte County,NE,13249,3095,9963,31141,0.233602536,0.751981282
2676,Polk County,NE,2446,527,1886,31143,0.215453802,0.771054783
2677,Red Willow County,NE,4868,940,3855,31145,0.193097781,0.791906327
2678,Richardson County,NE,3680,1180,2407,31147,0.320652174,0.654076087
2679,Rock County,NE,784,103,669,31149,0.131377551,0.853316327
2680,Saline County,NE,4832,2232,2518,31151,0.46192053,0.521109272
2681,Sarpy County,NE,66166,24709,40318,31153,0.373439531,0.60934619
2682,Saunders County,NE,10203,3279,6725,31155,0.321376066,0.659119867
2683,Scotts Bluff County,NE,13867,4193,9427,31157,0.302372539,0.679815389
2684,Seward County,NE,7445,2362,4947,31159,0.317259906,0.664472801
2685,Sheridan County,NE,2450,389,2010,31161,0.15877551,0.820408163
2686,Sherman County,NE,1508,549,919,31163,0.364058355,0.609416446
2687,Sioux County,NE,735,101,623,31165,0.137414966,0.847619048
2688,Stanton County,NE,2623,607,1945,31167,0.231414411,0.741517347
2689,Thayer County,NE,2627,724,1853,31169,0.275599543,0.705367339
2690,Thomas County,NE,408,42,360,31171,0.102941176,0.882352941
2691,Thurston County,NE,1993,1153,823,31173,0.578524837,0.412945309
2692,Valley County,NE,2168,494,1643,31175,0.227859779,0.757841328
2693,Washington County,NE,10121,3103,6857,31177,0.306590258,0.677502223
2694,Wayne County,NE,3659,1074,2493,31179,0.29352282,0.681333698
2695,Webster County,NE,1730,440,1255,31181,0.25433526,0.725433526
2696,Wheeler County,NE,446,93,345,31183,0.208520179,0.773542601
2697,York County,NE,6246,1352,4814,31185,0.216458533,0.770733269
2698,Churchill County,NV,10265,2961,7061,32001,0.288455918,0.687871408
2699,Clark County,NV,688339,387978,288223,32003,0.563643786,0.418722461
2700,Douglas County,NV,26054,9288,16264,32005,0.356490366,0.624241959
2701,Elko County,NV,15984,3510,12013,32007,0.219594595,0.751564064
2702,Esmeralda County,NV,435,92,317,32009,0.211494253,0.728735632
2703,Eureka County,NV,808,107,663,32011,0.132425743,0.820544554
2704,Humboldt County,NV,5744,1737,3810,32013,0.302402507,0.663300836
2705,Lander County,NV,2165,534,1580,32015,0.24665127,0.729792148
2706,Lincoln County,NV,2152,400,1691,32017,0.185873606,0.785780669
2707,Lyon County,NV,21465,7380,13520,32019,0.343815514,0.629862567
2708,Mineral County,NV,2035,863,1080,32021,0.424078624,0.530712531
2709,Nye County,NV,17522,6320,10566,32023,0.360689419,0.603013355
2710,Pershing County,NV,1884,632,1167,32027,0.335456476,0.619426752
2711,Storey County,NV,2314,920,1321,32029,0.397579948,0.570872947
2712,Washoe County,NV,186917,94806,88151,32031,0.507209082,0.471605044
2713,White Pine County,NV,3704,983,2601,32033,0.265388769,0.702213823
2714,Carson City,NV,23318,10290,12394,32510,0.441289991,0.531520714
2715,Belknap County,NH,3371,1207,2147,33001,0.35805399,0.636902996
2716,Belknap County,NH,2410,1125,1254,33001,0.466804979,0.52033195
2717,Belknap County,NH,3642,1782,1816,33001,0.489291598,0.498627128
2718,Belknap County,NH,716,308,406,33001,0.430167598,0.567039106
2719,Belknap County,NH,4616,2133,2448,33001,0.462088388,0.530329289
2720,Belknap County,NH,2185,1013,1151,33001,0.463615561,0.526773455
2721,Belknap County,NH,7863,3932,3856,33001,0.500063589,0.490398067
2722,Belknap County,NH,3975,1853,2088,33001,0.466163522,0.525283019
2723,Belknap County,NH,1294,646,636,33001,0.499227202,0.491499227
2724,Belknap County,NH,1821,888,913,33001,0.487644152,0.501372872
2725,Belknap County,NH,1878,997,853,33001,0.530883919,0.454206603
2726,Carroll County,NH,403,235,157,33003,0.583126551,0.389578164
2727,Carroll County,NH,1829,1039,774,33003,0.568069984,0.423182067
2728,Carroll County,NH,434,171,251,33003,0.394009217,0.578341014
2729,Carroll County,NH,217,105,110,33003,0.483870968,0.506912442
2730,Carroll County,NH,5182,2982,2144,33003,0.575453493,0.413739869
2731,Carroll County,NH,282,163,119,33003,0.578014184,0.421985816
2732,Carroll County,NH,790,380,393,33003,0.481012658,0.497468354
2733,Carroll County,NH,921,438,478,33003,0.475570033,0.519001086
2734,Carroll County,NH,33,23,9,33003,0.696969697,0.272727273
2735,Carroll County,NH,687,423,259,33003,0.615720524,0.377001456
2736,Carroll County,NH,1408,793,596,33003,0.563210227,0.423295455
2737,Carroll County,NH,3049,1204,1822,33003,0.394883568,0.597572975
2738,Carroll County,NH,2121,961,1142,33003,0.453088166,0.538425271
2739,Carroll County,NH,1014,609,403,33003,0.600591716,0.397435897
2740,Carroll County,NH,1578,843,718,33003,0.534220532,0.455006337
2741,Carroll County,NH,1668,671,984,33003,0.402278177,0.589928058
2742,Carroll County,NH,2561,1083,1448,33003,0.422881687,0.565404139
2743,Carroll County,NH,4287,1854,2400,33003,0.432470259,0.55983205
2744,Cheshire County,NH,1027,634,383,33005,0.617332035,0.372930867
2745,Cheshire County,NH,2179,1251,911,33005,0.574116567,0.418081689
2746,Cheshire County,NH,1060,671,375,33005,0.633018868,0.353773585
2747,Cheshire County,NH,1317,753,550,33005,0.571753986,0.417615793
2748,Cheshire County,NH,432,231,192,33005,0.534722222,0.444444444
2749,Cheshire County,NH,693,478,208,33005,0.68975469,0.3001443
2750,Cheshire County,NH,1762,1227,504,33005,0.696367764,0.286038593
2751,Cheshire County,NH,2815,1538,1235,33005,0.546358792,0.438721137
2752,Cheshire County,NH,12444,8667,3592,33005,0.696480231,0.288653166
2753,Cheshire County,NH,1161,801,348,33005,0.689922481,0.299741602
2754,Cheshire County,NH,426,262,154,33005,0.615023474,0.361502347
2755,Cheshire County,NH,454,295,150,33005,0.649779736,0.330396476
2756,Cheshire County,NH,678,330,325,33005,0.486725664,0.479351032
2757,Cheshire County,NH,3188,1410,1716,33005,0.442283563,0.538268507
2758,Cheshire County,NH,152,110,41,33005,0.723684211,0.269736842
2759,Cheshire County,NH,751,403,337,33005,0.536617843,0.44873502
2760,Cheshire County,NH,377,221,148,33005,0.586206897,0.392572944
2761,Cheshire County,NH,494,270,219,33005,0.546558704,0.443319838
2762,Cheshire County,NH,3663,2133,1497,33005,0.582309582,0.408681409
2763,Cheshire County,NH,992,553,413,33005,0.557459677,0.416330645
2764,Cheshire County,NH,2107,1284,793,33005,0.609397247,0.376364499
2765,Cheshire County,NH,1096,676,411,33005,0.616788321,0.375
2766,Cheshire County,NH,1803,1131,633,33005,0.627287854,0.351081531
2767,Coos County,NH,4151,2863,1248,33007,0.689713322,0.300650446
2768,Coos County,NH,506,274,226,33007,0.541501976,0.446640316
2769,Coos County,NH,159,72,83,33007,0.452830189,0.522012579
2770,Coos County,NH,990,472,506,33007,0.476767677,0.511111111
2771,Coos County,NH,340,155,183,33007,0.455882353,0.538235294
2772,Coos County,NH,492,241,240,33007,0.489837398,0.487804878
2773,Coos County,NH,10,5,5,33007,0.5,0.5
2774,Coos County,NH,165,84,79,33007,0.509090909,0.478787879
2775,Coos County,NH,179,81,96,33007,0.452513966,0.536312849
2776,Coos County,NH,1560,1020,524,33007,0.653846154,0.335897436
2777,Coos County,NH,596,274,311,33007,0.459731544,0.521812081
2778,Coos County,NH,1632,864,742,33007,0.529411765,0.454656863
2779,Coos County,NH,724,435,283,33007,0.600828729,0.390883978
2780,Coos County,NH,22,5,16,33007,0.227272727,0.727272727
2781,Coos County,NH,997,621,366,33007,0.622868606,0.367101304
2782,Coos County,NH,501,180,317,33007,0.359281437,0.632734531
2783,Coos County,NH,249,172,77,33007,0.690763052,0.309236948
2784,Coos County,NH,259,139,118,33007,0.536679537,0.455598456
2785,Coos County,NH,297,164,133,33007,0.552188552,0.447811448
2786,Coos County,NH,358,161,193,33007,0.44972067,0.539106145
2787,Coos County,NH,275,167,105,33007,0.607272727,0.381818182
2788,Coos County,NH,23,9,13,33007,0.391304348,0.565217391
2789,Coos County,NH,1129,633,478,33007,0.560673162,0.423383525
2790,Grafton County,NH,926,472,432,33009,0.509719222,0.466522678
2791,Grafton County,NH,1138,587,522,33009,0.515817223,0.458699473
2792,Grafton County,NH,544,264,272,33009,0.485294118,0.5
2793,Grafton County,NH,179,79,96,33009,0.441340782,0.536312849
2794,Grafton County,NH,1417,862,534,33009,0.608327452,0.376852505
2795,Grafton County,NH,699,343,352,33009,0.490701001,0.503576538
2796,Grafton County,NH,1621,779,821,33009,0.480567551,0.506477483
2797,Grafton County,NH,1842,1050,765,33009,0.570032573,0.415309446
2798,Grafton County,NH,1821,1089,709,33009,0.598023064,0.389346513
2799,Grafton County,NH,195,92,97,33009,0.471794872,0.497435897
2800,Grafton County,NH,187,122,63,33009,0.652406417,0.336898396
2801,Grafton County,NH,52,32,19,33009,0.615384615,0.365384615
2802,Grafton County,NH,2421,1542,843,33009,0.63692689,0.348203222
2803,Grafton County,NH,761,479,276,33009,0.629434954,0.362680683
2804,Grafton County,NH,685,339,315,33009,0.494890511,0.459854015
2805,Grafton County,NH,298,139,155,33009,0.466442953,0.520134228
2806,Grafton County,NH,7267,5469,1727,33009,0.752580157,0.237649649
2807,Grafton County,NH,1977,974,975,33009,0.492665655,0.493171472
2808,Grafton County,NH,396,171,222,33009,0.431818182,0.560606061
2809,Grafton County,NH,1315,755,547,33009,0.574144487,0.415969582
2810,Grafton County,NH,244,133,109,33009,0.545081967,0.446721311
2811,Grafton County,NH,6906,4772,2060,33009,0.690993339,0.298291341
2812,Grafton County,NH,797,446,337,33009,0.559598494,0.422835634
2813,Grafton County,NH,716,386,322,33009,0.539106145,0.44972067
2814,Grafton County,NH,2901,1566,1293,33009,0.539813857,0.445708376
2815,Grafton County,NH,305,161,140,33009,0.527868852,0.459016393
2816,Grafton County,NH,1217,932,274,33009,0.765817584,0.225143796
2817,Grafton County,NH,497,216,267,33009,0.434607646,0.53722334
2818,Grafton County,NH,180,107,72,33009,0.594444444,0.4
2819,Grafton County,NH,706,455,239,33009,0.644475921,0.338526912
2820,Grafton County,NH,423,255,161,33009,0.602836879,0.380614657
2821,Grafton County,NH,3532,2313,1111,33009,0.654869762,0.314552661
2822,Grafton County,NH,862,411,438,33009,0.476798144,0.50812065
2823,Grafton County,NH,405,248,153,33009,0.612345679,0.377777778
2824,Grafton County,NH,1378,743,611,33009,0.539187228,0.443396226
2825,Grafton County,NH,446,233,206,33009,0.522421525,0.461883408
2826,Grafton County,NH,242,136,105,33009,0.561983471,0.433884298
2827,Grafton County,NH,490,218,260,33009,0.444897959,0.530612245
2828,Grafton County,NH,777,456,307,33009,0.586872587,0.395109395
2829,Hillsborough County,NH,7508,3501,3906,33011,0.466302611,0.520245072
2830,Hillsborough County,NH,1480,810,655,33011,0.547297297,0.442567568
2831,Hillsborough County,NH,12804,4713,7990,33011,0.368088097,0.624023743
2832,Hillsborough County,NH,771,395,363,33011,0.51232166,0.470817121
2833,Hillsborough County,NH,2943,1278,1623,33011,0.434250765,0.551478084
2834,Hillsborough County,NH,1034,508,505,33011,0.491295938,0.488394584
2835,Hillsborough County,NH,1037,538,449,33011,0.518804243,0.432979749
2836,Hillsborough County,NH,9201,4231,4856,33011,0.459841322,0.527768721
2837,Hillsborough County,NH,874,461,394,33011,0.527459954,0.450800915
2838,Hillsborough County,NH,955,509,424,33011,0.532984293,0.443979058
2839,Hillsborough County,NH,1216,738,465,33011,0.606907895,0.382401316
2840,Hillsborough County,NH,2753,1490,1213,33011,0.541227752,0.440610243
2841,Hillsborough County,NH,5135,2289,2785,33011,0.445764362,0.542356378
2842,Hillsborough County,NH,10777,5451,5174,33011,0.505799388,0.480096502
2843,Hillsborough County,NH,4711,1956,2703,33011,0.415198472,0.573763532
2844,Hillsborough County,NH,1029,535,480,33011,0.519922255,0.466472303
2845,Hillsborough County,NH,47596,25676,20809,33011,0.539457097,0.437200605
2846,Hillsborough County,NH,838,331,476,33011,0.394988067,0.568019093
2847,Hillsborough County,NH,14676,6797,7678,33011,0.463137095,0.523167075
2848,Hillsborough County,NH,7828,3940,3773,33011,0.50332141,0.481987736
2849,Hillsborough County,NH,1485,691,775,33011,0.465319865,0.521885522
2850,Hillsborough County,NH,41244,23213,17506,33011,0.562821259,0.424449617
2851,Hillsborough County,NH,3166,1399,1736,33011,0.441882502,0.548325963
2852,Hillsborough County,NH,2549,819,1688,33011,0.321302472,0.662220479
2853,Hillsborough County,NH,7121,2870,4184,33011,0.403033282,0.587557927
2854,Hillsborough County,NH,3830,2479,1309,33011,0.647258486,0.341775457
2855,Hillsborough County,NH,259,162,91,33011,0.625482625,0.351351351
2856,Hillsborough County,NH,862,435,413,33011,0.504640371,0.479118329
2857,Hillsborough County,NH,4767,2105,2592,33011,0.441577512,0.5437382
2858,Hillsborough County,NH,2205,1137,1022,33011,0.515646259,0.463492063
2859,Hillsborough County,NH,111,42,66,33011,0.378378378,0.594594595
2860,Merrimack County,NH,2167,1149,981,33013,0.530226119,0.452699585
2861,Merrimack County,NH,1370,777,571,33013,0.567153285,0.416788321
2862,Merrimack County,NH,1803,1000,766,33013,0.55463117,0.424847476
2863,Merrimack County,NH,4902,2509,2352,33013,0.511831905,0.479804162
